"","CommonName","locationAbbr","photoDateTime","photoName","visitDateTime","activeStart","activeEnd","firstPhotoDate","lastPhotoDate","visitID","date"
"54823","Empty","D02-BMT2",2019-01-23 23:30:54,"VID1302-00046.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54824","Empty","D02-BMT2",2019-01-23 23:31:24,"VID1302-00047.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54825","Empty","D02-BMT2",2019-01-23 23:31:24,"VID1302-00047.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54826","Empty","D02-BMT2",2019-01-23 23:31:55,"VID1302-00048.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54827","Empty","D02-BMT2",2019-01-23 23:31:55,"VID1302-00048.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54828","Empty","D02-BMT2",2019-01-23 23:32:59,"VID1302-00049.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54829","Empty","D02-BMT2",2019-01-23 23:32:59,"VID1302-00049.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54830","Empty","D02-BMT2",2019-01-23 23:33:52,"VID1302-00050.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54831","Empty","D02-BMT2",2019-01-23 23:33:52,"VID1302-00050.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54832","Empty","D02-BMT2",2019-01-23 23:34:22,"VID1302-00051.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54833","Empty","D02-BMT2",2019-01-23 23:34:22,"VID1302-00051.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54834","Empty","D02-BMT2",2019-01-23 23:35:19,"VID1302-00052.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54835","Empty","D02-BMT2",2019-01-23 23:35:19,"VID1302-00052.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54836","Empty","D02-BMT2",2019-01-23 23:35:50,"VID1302-00053.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54837","Empty","D02-BMT2",2019-01-23 23:35:50,"VID1302-00053.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54838","Empty","D02-BMT2",2019-01-23 23:36:50,"VID1302-00054.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
"54839","Empty","D02-BMT2",2019-01-23 23:36:50,"VID1302-00054.jpg",2019-02-06 23:15:00,"2010-12-31 16:50:00",2019-01-24 11:56:03,2010-12-31 16:50:00,2019-01-24 11:55:21,1302,2019-01-23
